MonthYear,Country,StoreID,City,Dept_ID,Dept. Name,HoursOwn,Sales units,Turnover,Opening hours,class1,class2,class3
10.2016,United Kingdom,18808.0,London (II),7.0,Clothing,4097.394,204515.0,1653018.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),8.0,Household,1749.732,51965.0,290823.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),9.0,Hardware,1970.022,45020.0,375876.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),14.0,Non Food,7817.148,301500.0,2319717.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),15.0,Admin,5110.728,25.0,0.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),12.0,Checkout,6209.031,3262240.0,12161196.0,Type B,good,1,1
10.2016,United Kingdom,18808.0,London (II),16.0,Customer Services,3115.53,25.0,0.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),11.0,Delivery,7209.777,843615.0,2204589.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),17.0,others,2017.227,25.0,0.0,Type B,bad,0,0
10.2016,United Kingdom,18808.0,London (II),18.0,all,48196.305,3262240.0,12161196.0,Type B,good,1,1
10.2016,Poland,71991.0,Warsaw (I),1.0,Dry,1963.728,363010.0,1220469.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),2.0,Frozen,978.717,57840.0,31590.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),3.0,other,47.205,350710.0,543843.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),4.0,Fish,1696.233,225950.0,436104.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),5.0,Fruits & Vegetables,1916.523,137900.0,244293.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),6.0,Meat,4132.011,926260.0,3093915.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),13.0,Food,10734.417,2061670.0,5854584.0,Type A,good,1,1
10.2016,Poland,71991.0,Warsaw (I),7.0,Clothing,5132.757,163225.0,1421565.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),8.0,Household,1438.179,40755.0,238281.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),9.0,Hardware,531.843,53435.0,416229.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),14.0,Non Food,7102.779,257415.0,207075.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),15.0,Admin,3634.785,30.0,0.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),12.0,Checkout,3490.023,2319085.0,7930659.0,Type A,good,1,1
10.2016,Poland,71991.0,Warsaw (I),16.0,Customer Services,2124.225,30.0,0.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),11.0,Delivery,6294,581385.0,2152989.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),17.0,others,1708.821,30.0,0.0,Type A,bad,0,0
10.2016,Poland,71991.0,Warsaw (I),18.0,all,35089.05,2319085.0,7930659.0,Type A,good,1,1
10.2016,Poland,86208.0,Warsaw (II),1.0,Dry,1866.171,291855.0,1088295.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),2.0,Frozen,1560.912,78975.0,409440.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),3.0,other,47.205,361025.0,532497.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),4.0,Fish,1642.734,272195.0,437895.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),5.0,Fruits & Vegetables,1249.359,125760.0,269742.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),6.0,Meat,5677.188,965090.0,3335847.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),13.0,Food,12043.569,2094900.0,73716.0,Type B,bad,0,1
10.2016,Poland,86208.0,Warsaw (II),7.0,Clothing,2816.565,152415.0,1411821.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),8.0,Household,956.688,42195.0,234666.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),9.0,Hardware,1365.798,41235.0,371061.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),14.0,Non Food,5139.051,235845.0,2017548.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),15.0,Admin,1545.177,35.0,0.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),12.0,Checkout,5563.896,2330745.0,8091264.0,Type B,good,1,1
10.2016,Poland,86208.0,Warsaw (II),16.0,Customer Services,2567.952,35.0,0.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),11.0,Delivery,1435.032,229405.0,614721.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),17.0,others,31.47,35.0,0.0,Type B,bad,0,0
10.2016,Poland,86208.0,Warsaw (II),18.0,all,28326.147,2330745.0,8091264.0,Type B,good,1,1
10.2016,Poland,23623.0,Poznan,1.0,Dry,2482.983,478610.0,1811124.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,2.0,Frozen,2206.047,94495.0,528216.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,3.0,other,47.205,552135.0,831594.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,4.0,Fish,1211.595,309200.0,526554.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,5.0,Fruits & Vegetables,2423.19,211835.0,433497.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,6.0,Meat,7697.562,1747845.0,9478086.0,Type A,good,1,1
10.2016,Poland,23623.0,Poznan,13.0,Food,16068.582,3394120.0,1309071.0,Type A,bad,0,1
10.2016,Poland,23623.0,Poznan,7.0,Clothing,3288.615,188120.0,108657.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,8.0,Household,1441.326,49060.0,234051.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,9.0,Hardware,1447.62,52030.0,374298.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,14.0,Non Food,6177.561,289210.0,2217006.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,15.0,Admin,3609.609,40.0,0.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,12.0,Checkout,6611.847,3683330.0,1582077.0,Type A,bad,0,1
10.2016,Poland,23623.0,Poznan,16.0,Customer Services,1982.61,40.0,0.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,11.0,Delivery,538.137,0.0,0.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,17.0,others,1526.295,40.0,0.0,Type A,bad,0,0
10.2016,Poland,23623.0,Poznan,18.0,all,36514.641,3683330.0,1582077.0,Type A,bad,0,1
10.2016,Poland,19769.0,Krakow,1.0,Dry,2398.014,511825.0,1824675.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,2.0,Frozen,1727.703,103060.0,543321.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,3.0,other,47.205,586860.0,807081.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,4.0,Fish,1475.943,327430.0,580704.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,5.0,Fruits & Vegetables,3515.199,232645.0,46020.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,6.0,Meat,7782.531,1794550.0,9855219.0,Type A,good,1,1
10.2016,Poland,19769.0,Krakow,13.0,Food,16946.595,3556370.0,14077020.0,Type A,good,1,1
10.2016,Poland,19769.0,Krakow,7.0,Clothing,4465.593,207540.0,1885902.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,8.0,Household,1674.204,56610.0,303327.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,9.0,Hardware,1195.86,42100.0,338625.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,14.0,Non Food,7335.657,306250.0,2527854.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,15.0,Admin,5006.877,45.0,0.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,12.0,Checkout,6507.996,3862620.0,1604874.0,Type A,bad,0,1
10.2016,Poland,19769.0,Krakow,16.0,Customer Services,2876.358,45.0,0.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,11.0,Delivery,2895.24,465450.0,1466886.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,17.0,others,1796.937,45.0,0.0,Type A,bad,0,0
10.2016,Poland,19769.0,Krakow,18.0,all,43365.66,3862620.0,1604874.0,Type A,bad,0,1
10.2016,The Netherlands,15552.0,Amsterdam,1.0,Dry,2964.474,392560.0,1527234.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,2.0,Frozen,1762.32,83780.0,445008.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,3.0,other,47.205,414080.0,572946.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,4.0,Fish,1406.709,232125.0,413961.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,5.0,Fruits & Vegetables,1954.287,173950.0,370719.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,6.0,Meat,8500.047,1760825.0,10023513.0,Type A,good,1,1
10.2016,The Netherlands,15552.0,Amsterdam,13.0,Food,16635.042,3057320.0,13353381.0,Type A,good,1,1
10.2016,The Netherlands,15552.0,Amsterdam,7.0,Clothing,3244.557,166735.0,1390467.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,8.0,Household,1306.005,39410.0,208956.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,9.0,Hardware,2061.285,32040.0,261039.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,14.0,Non Food,6611.847,238185.0,180462.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,15.0,Admin,5013.171,50.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,12.0,Checkout,6564.642,3295505.0,15213843.0,Type A,good,1,1
10.2016,The Netherlands,15552.0,Amsterdam,16.0,Customer Services,2589.981,50.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,11.0,Delivery,0,105.0,3855.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,17.0,others,31.47,50.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,15552.0,Amsterdam,18.0,all,37446.153,3295505.0,15213843.0,Type A,good,1,1
10.2016,The Netherlands,95434.0,Den Haag,1.0,Dry,2914.122,667785.0,2416566.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,2.0,Frozen,2407.455,88195.0,493581.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,3.0,other,47.205,624085.0,1047645.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,4.0,Fish,1022.775,391325.0,711483.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,5.0,Fruits & Vegetables,1759.173,213155.0,47016.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,6.0,Meat,8298.639,2155475.0,10217331.0,Type B,good,1,1
10.2016,The Netherlands,95434.0,Den Haag,13.0,Food,16449.369,4140020.0,15362622.0,Type B,good,1,1
10.2016,The Netherlands,95434.0,Den Haag,7.0,Clothing,5601.66,247650.0,210282.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,8.0,Household,2127.372,58615.0,27960.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,9.0,Hardware,2158.842,63985.0,554325.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,14.0,Non Food,9887.874,370250.0,2994267.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,15.0,Admin,5589.072,55.0,0.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,12.0,Checkout,6781.785,4510270.0,18356889.0,Type B,good,1,1
10.2016,The Netherlands,95434.0,Den Haag,16.0,Customer Services,5472.633,55.0,0.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,11.0,Delivery,5186.256,529600.0,1740627.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,17.0,others,1803.231,55.0,0.0,Type B,bad,0,0
10.2016,The Netherlands,95434.0,Den Haag,18.0,all,51170.22,4510270.0,18356889.0,Type B,good,1,1
10.2016,The Netherlands,93033.0,Rotterdam,1.0,Dry,2785.095,428475.0,1715685.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,2.0,Frozen,1611.264,78580.0,445098.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,3.0,other,47.205,380905.0,573381.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,4.0,Fish,1422.444,234735.0,434904.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,5.0,Fruits & Vegetables,2262.693,181455.0,362778.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,6.0,Meat,10740.711,1684675.0,8688264.0,Type A,good,1,1
10.2016,The Netherlands,93033.0,Rotterdam,13.0,Food,18869.412,2988825.0,12220110.0,Type A,good,1,1
10.2016,The Netherlands,93033.0,Rotterdam,7.0,Clothing,3943.191,183610.0,1611792.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,8.0,Household,1346.916,49450.0,248172.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,9.0,Hardware,1623.852,46905.0,361035.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,14.0,Non Food,6913.959,279965.0,2220999.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,15.0,Admin,3562.404,60.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,12.0,Checkout,6407.292,3268790.0,14441109.0,Type A,good,1,1
10.2016,The Netherlands,93033.0,Rotterdam,16.0,Customer Services,2102.196,60.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,11.0,Delivery,2826.006,335630.0,1275486.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,17.0,others,31.47,60.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,93033.0,Rotterdam,18.0,all,40712.739,3268790.0,14441109.0,Type A,good,1,1
10.2016,The Netherlands,85321.0,Groningen,1.0,Dry,3153.294,356635.0,1391514.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,2.0,Frozen,1381.533,71055.0,340404.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,3.0,other,47.205,381620.0,570252.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,4.0,Fish,830.808,228915.0,417330.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,5.0,Fruits & Vegetables,1951.14,172250.0,293781.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,6.0,Meat,5705.511,1670405.0,8428599.0,Type A,good,1,1
10.2016,The Netherlands,85321.0,Groningen,13.0,Food,13069.491,2880880.0,11441880.0,Type A,good,1,1
10.2016,The Netherlands,85321.0,Groningen,7.0,Clothing,5730.687,176735.0,1635663.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,8.0,Household,2363.397,52645.0,286221.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,9.0,Hardware,2206.047,45505.0,363876.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,14.0,Non Food,10300.131,274885.0,228570.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,15.0,Admin,3332.673,65.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,12.0,Checkout,6898.224,3155765.0,13727640.0,Type A,good,1,1
10.2016,The Netherlands,85321.0,Groningen,16.0,Customer Services,2017.227,65.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,11.0,Delivery,0,480.0,1938.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,17.0,others,31.47,65.0,0.0,Type A,bad,0,0
10.2016,The Netherlands,85321.0,Groningen,18.0,all,35649.216,3155765.0,13727640.0,Type A,good,1,1
10.2016,Czech Republic,38560.0,Prague (I),1.0,Dry,2275.281,429580.0,1614990.0,Type A,bad,0,0
10.2016,Czech Republic,38560.0,Prague (I),2.0,Frozen,1885.053,96245.0,575613.0,Type A,bad,0,0
10.2016,Czech Republic,38560.0,Prague (I),3.0,other,47.205,390445.0,623241.0,Type A,bad,0,0
10.2016,Czech Republic,38560.0,Prague (I),4.0,Fish,1088.862,269430.0,537672.0,Type A,bad,0,0
10.2016,Czech Republic,38560.0,Prague (I),5.0,Fruits & Vegetables,2684.391,176785.0,356346.0,Type A,bad,0,0
10.2016,Czech Republic,38560.0,Prague (I),6.0,Meat,5224.02,1970770.0,11669511.0,Type A,good,1,1
10.2016,Czech Republic,38560.0,Prague (I),13.0,Food,13204.812,3333255.0,15377373.0,Type A,good,1,1
10.2016,Czech Republic,38560.0,Prague (I),7.0,Clothing,4185.51,192730.0,1643274.0,Type A,bad,0,0
